topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name
T11104,"Memory, Trauma, and Commemoration",3207,Social Psychology,32,Psychology,2,Social Sciences
T13375,Integrated Water Resources Management,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences
T11383,Advanced Antenna and Metasurface Technologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T10573,Power Quality and Harmonics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T10454,Optimal Power Flow Distribution,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11596,Constraint Satisfaction and Optimization,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences
T12848,Psychological Testing and Assessment,3202,Applied Psychology,32,Psychology,2,Social Sciences
T10470,Usability and User Interface Design,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences
T12516,Advanced Mathematical Theories and Applications,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences
T11819,Data-Driven Disease Surveillance,2713,Epidemiology,27,Medicine,4,Health Sciences
T12544,Working Capital and Financial Performance,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences
T13951,Fluid dynamics and aerodynamics studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T14079,Mathematics Education and Programs,2611,Modeling and Simulation,26,Mathematics,3,Physical Sciences
T11539,Survey Methodology and Nonresponse,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10886,Multiferroics and related materials,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T12873,"Nutrition, Health and Food Behavior",2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences
T11318,Phytoestrogen effects and research,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T11268,Light effects on plants,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11426,Genetically Modified Organisms Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T11557,Lubricants and Their Additives,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12919,Blood disorders and treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T12690,Cross-Border Cooperation and Integration,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences
T13599,Architecture and Cultural Influences,1204,Archeology,12,Arts and Humanities,2,Social Sciences
T11142,Advanced Glycation End Products research,1308,Clinical Biochemistry,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11352,Masonry and Concrete Structural Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T13074,Global Financial Regulation and Crises,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences
T10864,Fluid Dynamics and Mixing,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T11638,Cardiac tumors and thrombi,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences
T13900,Contemporary and Historical Greek Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12215,Phytochemical Studies and Bioactivities,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13278,Economic and Business Development Strategies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T12599,Retinal and Optic Conditions,2731,Ophthalmology,27,Medicine,4,Health Sciences
T11545,Advanced Banach Space Theory,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences
T13065,Mining Techniques and Economics,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences
T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",2716,Genetics,27,Medicine,4,Health Sciences
T12494,Alcoholism and Thiamine Deficiency,2728,Neurology,27,Medicine,4,Health Sciences
T11758,Organic and Molecular Conductors Research,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences
T13228,Socioeconomic Development in Asia,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14160,Water management and technologies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences
T13752,Mechanics and Biomechanics Studies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T13217,Pigment Synthesis and Properties,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences
T11837,Iron and Steelmaking Processes,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T14432,Freedom of Expression and Defamation,3308,Law,33,Social Sciences,2,Social Sciences
T12026,Explainable Artificial Intelligence (XAI),1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T11939,Public-Private Partnership Projects,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences
T11150,Endoplasmic Reticulum Stress and Disease,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T14408,Coastal Management and Development,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences
T12369,Pneumocystis jirovecii pneumonia detection and treatment,2713,Epidemiology,27,Medicine,4,Health Sciences
T10719,3D Shape Modeling and Analysis,2206,Computational Mechanics,22,Engineering,3,Physical Sciences
T12950,Educational Environments and Student Outcomes,3304,Education,33,Social Sciences,2,Social Sciences
T12749,"Race, Genetics, and Society",1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T11933,Mining and Resource Management,2215,Building and Construction,22,Engineering,3,Physical Sciences
T13206,Neonatal skin health care,3616,Speech and Hearing,36,Health Professions,4,Health Sciences
T13016,Innovative Educational Technologies,1710,Information Systems,17,Computer Science,3,Physical Sciences
T11828,Corneal Surgery and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T13955,Evaluation Methods in Various Fields,2302,Ecological Modeling,23,Environmental Science,3,Physical Sciences
T12362,Tribology and Wear Analysis,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences
T10865,Shape Memory Alloy Transformations,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T12969,Economic and Social Development,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T10737,Health Literacy and Information Accessibility,3600,General Health Professions,36,Health Professions,4,Health Sciences
T14391,"Forest, Soil, and Plant Ecology in China",3304,Education,33,Social Sciences,2,Social Sciences
T11553,Acne and Rosacea Treatments and Effects,2708,Dermatology,27,Medicine,4,Health Sciences
T11705,Gambling Behavior and Treatments,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T11991,Soft tissue tumor case studies,2745,Rheumatology,27,Medicine,4,Health Sciences
T12205,Time Series Analysis and Forecasting,1711,Signal Processing,17,Computer Science,3,Physical Sciences
T12196,Community Health and Development,3600,General Health Professions,36,Health Professions,4,Health Sciences
T10970,Team Dynamics and Performance,3207,Social Psychology,32,Psychology,2,Social Sciences
T11411,Tea Polyphenols and Effects,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences
T12823,Adolescent and Pediatric Healthcare,3616,Speech and Hearing,36,Health Professions,4,Health Sciences
T12677,Sports Dynamics and Biomechanics,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T11690,Advanced battery technologies research,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T12015,Photoacoustic and Ultrasonic Imaging,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T10891,Radar Systems and Signal Processing,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences
T11298,Synthesis and Properties of Aromatic Compounds,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
T10798,Crystallography and molecular interactions,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences
T11918,Forecasting Techniques and Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T12530,Bioactive Natural Diterpenoids Research,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences
T13931,Philosophy and Historical Thought,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T12777,"Philosophy, History, and Historiography",1202,History,12,Arts and Humanities,2,Social Sciences
T11031,Game Theory and Applications,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences
T13078,Political and Social Dynamics in Chile and Latin America,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T14300,Legal and Social Philosophy,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11040,Personality Traits and Psychology,3203,Clinical Psychology,32,Psychology,2,Social Sciences
T13213,Mechanical Failure Analysis and Simulation,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences
T12276,Risk Management in Financial Firms,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences
T14064,Organizational and Employee Performance,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T14497,Social Issues and Policies in Latin America,3308,Law,33,Social Sciences,2,Social Sciences
T11046,Geotechnical Engineering and Analysis,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences
T12558,Wittgensteinian philosophy and applications,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T11616,Autoimmune and Inflammatory Disorders Research,2720,Hematology,27,Medicine,4,Health Sciences
T11204,Ion Channels and Receptors,2809,Sensory Systems,28,Neuroscience,1,Life Sciences
T11885,MRI in cancer diagnosis,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences
T12538,Eosinophilic Esophagitis,2746,Surgery,27,Medicine,4,Health Sciences
T10918,Memory Processes and Influences,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences
T12974,Modernist Literature and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences
T14117,Integrated Circuits and Semiconductor Failure Analysis,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences
T11476,Graph theory and applications,2608,Geometry and Topology,26,Mathematics,3,Physical Sciences
T11847,Recycled Aggregate Concrete Performance,2215,Building and Construction,22,Engineering,3,Physical Sciences
T14510,Medical Imaging and Analysis,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T11023,Prosthetics and Rehabilitation Robotics,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences
T13869,Ocular and Laser Science Research,2731,Ophthalmology,27,Medicine,4,Health Sciences
T11191,Mathematical functions and polynomials,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences
T11571,Sarcoidosis and Beryllium Toxicity Research,2737,Physiology,27,Medicine,4,Health Sciences
T11055,Cardiac and Coronary Surgery Techniques,2746,Surgery,27,Medicine,4,Health Sciences
T11014,Regional Economics and Spatial Analysis,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences
T13084,Education during COVID-19 pandemic,3304,Education,33,Social Sciences,2,Social Sciences
T10693,Blood transfusion and management,2704,Biochemistry,27,Medicine,4,Health Sciences
T13498,Economic Development and Digital Transformation,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences
T12953,Critical Realism in Sociology,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11573,Risk Perception and Management,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T11812,Nasal Surgery and Airway Studies,2746,Surgery,27,Medicine,4,Health Sciences
T11238,Simulation-Based Education in Healthcare,2737,Physiology,27,Medicine,4,Health Sciences
T12656,"Climate Change, Adaptation, Migration",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences
T12949,South Asian Studies and Diaspora,1211,Philosophy,12,Arts and Humanities,2,Social Sciences
T11724,Inflammatory Myopathies and Dermatomyositis,2713,Epidemiology,27,Medicine,4,Health Sciences
T13321,"Radio, Podcasts, and Digital Media",3315,Communication,33,Social Sciences,2,Social Sciences
T11087,Solidification and crystal growth phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences
T13601,Urban Transport Systems Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences
T11861,Thermal Regulation in Medicine,2706,Critical Care and Intensive Care Medicine,27,Medicine,4,Health Sciences
T13173,Gender Studies in Language,3318,Gender Studies,33,Social Sciences,2,Social Sciences
T13972,Business Law and Ethics,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences
T11760,Plant responses to elevated CO2,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences
T12790,Nursing Diagnosis and Documentation,2910,"Issues, ethics and legal aspects",29,Nursing,4,Health Sciences
T11307,Domain Adaptation and Few-Shot Learning,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences
T10741,Video Coding and Compression Technologies,1711,Signal Processing,17,Computer Science,3,Physical Sciences
T10920,Advanced Drug Delivery Systems,3003,Pharmaceutical Science,30,"Pharmacology, Toxicology and Pharmaceutics",1,Life Sciences
T12240,Nanomaterials for catalytic reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences
